Codigo,Sector,Area,Servicio,Elemento
E01-13-Ce-P01,Edificio principal,Aula 13,Cerramiento,Puerta ingreso
E01-13-Ce-V01,Edificio principal,Aula 13,Cerramiento,Ventana exterior
E01-13-Ce-V02,Edificio principal,Aula 13,Cerramiento,Ventana exterior
E01-13-Ed-Gral,Edificio principal,Aula 13,Edilicio,General
E01-13-EE-Bast01,Edificio principal,Aula 13,Energía Eléctrica,Punto + Toma
E01-13-EE-Bast02,Edificio principal,Aula 13,Energía Eléctrica,Toma
E01-13-EE-Bast03,Edificio principal,Aula 13,Energía Eléctrica,Toma doble
E01-13-G-Cal01,Edificio principal,Aula 13,Gas,Calefactor tiro balanceado
E01-13-Ilum-Lum01,Edificio principal,Aula 13,Iluminación,2 x Tubo fluorescente 36 W
E01-13-Ilum-Lum02,Edificio principal,Aula 13,Iluminación,2 x Tubo fluorescente 36 W
E01-14-Ag-CanP01,Edificio principal,Aula 14,Agua potable,Canilla llave de paso Ed Externos
E01-14-Ce-P01,Edificio principal,Aula 14,Cerramiento,Puerta ingreso
E01-14-Ce-V01,Edificio principal,Aula 14,Cerramiento,Ventana exterior
E01-14-Ed-Gral,Edificio principal,Aula 14,Edilicio,General
E01-14-EE-Bast01,Edificio principal,Aula 14,Energía Eléctrica,2 x 1 Punto
E01-14-EE-Bast02,Edificio principal,Aula 14,Energía Eléctrica,Toma
E01-14-EE-Bast03,Edificio principal,Aula 14,Energía Eléctrica,Toma
E01-14-EE-Bast04,Edificio principal,Aula 14,Energía Eléctrica,Toma
E01-14-EE-Bast05,Edificio principal,Aula 14,Energía Eléctrica,Toma
E01-14-EE-Boc01,Edificio principal,Aula 14,Energía Eléctrica,Toma trifásico
E01-14-EE-TabS01,Edificio principal,Aula 14,Energía Eléctrica,Tablero seccional
E01-14-EE-Tabs02,Edificio principal,Aula 14,Energía Eléctrica,Tablero Seccional
E01-14-G-Cal01,Edificio principal,Aula 14,Gas,Calefactor tiro balanceado
E01-14-Ilum-LE01,Edificio principal,Aula 14,Iluminación,Luz de emergencia
E01-14-Ilum-Lum01,Edificio principal,Aula 14,Iluminación,2 x Tubo fluorescente 36 W
E01-14-Ilum-Lum02,Edificio principal,Aula 14,Iluminación,2 x Tubo fluorescente 36 W
E01-15-Ag-CanB01,Edificio principal,Aula 15,Agua potable,Canilla bacha
E01-15-Ag-CanB02,Edificio principal,Aula 15,Agua potable,Canilla bacha
E01-15-Ag-CanB03,Edificio principal,Aula 15,Agua potable,Canilla bacha
E01-15-Ag-CanB04,Edificio principal,Aula 15,Agua potable,Canilla bacha
E01-15-Ag-CanB05,Edificio principal,Aula 15,Agua potable,Canilla bacha
E01-15-Ce-P01,Edificio principal,Aula 15,Cerramiento,Puerta ingreso
E01-15-Ce-V01,Edificio principal,Aula 15,Cerramiento,Ventana exterior
E01-15-Ce-V02,Edificio principal,Aula 15,Cerramiento,Ventana exterior
E01-15-Ce-V03,Edificio principal,Aula 15,Cerramiento,Ventana exterior
E01-15-Cl-Bac01,Edificio principal,Aula 15,Cloacas,Bacha acero inox
E01-15-Cl-Bac02,Edificio principal,Aula 15,Cloacas,Bacha acero inox
E01-15-Cl-Bac03,Edificio principal,Aula 15,Cloacas,Bacha acero inox
E01-15-Cl-Bac04,Edificio principal,Aula 15,Cloacas,Bacha acero inox
E01-15-Cl-Bac05,Edificio principal,Aula 15,Cloacas,Bacha acero inox
E01-15-Ed-Gral,Edificio principal,Aula 15,Edilicio,General
E01-15-EE-Bast01,Edificio principal,Aula 15,Energía Eléctrica,Punto
E01-15-EE-TabS,Edificio principal,Aula 15,Energía Eléctrica,Tablero seccional
E01-15-EE-Zap01,Edificio principal,Aula 15,Energía Eléctrica,Zapatilla 4 bocas
E01-15-EE-Zap02,Edificio principal,Aula 15,Energía Eléctrica,Zapatilla 4 bocas
E01-15-EE-Zap03,Edificio principal,Aula 15,Energía Eléctrica,Zapatilla 4 bocas
E01-15-EE-Zap04,Edificio principal,Aula 15,Energía Eléctrica,Zapatilla 2 bocas
E01-15-G-Cal01,Edificio principal,Aula 15,Gas,Calefactor tiro balanceado
E01-15-G-Cal02,Edificio principal,Aula 15,Gas,Calefactor tiro balanceado
E01-15-Ilum-Lum01,Edificio principal,Aula 15,Iluminación,2 x Tubo fluorescente 36 W
E01-15-Ilum-Lum02,Edificio principal,Aula 15,Iluminación,2 x Tubo fluorescente 36 W
E01-15-Ilum-Lum03,Edificio principal,Aula 15,Iluminación,2 x Tubo fluorescente 36 W
E01-15-Ilum-Lum04,Edificio principal,Aula 15,Iluminación,2 x Tubo fluorescente 36 W
E01-15-Ilum-Lum05,Edificio principal,Aula 15,Iluminación,2 x Tubo fluorescente 36 W
E01-15-Ilum-Lum06,Edificio principal,Aula 15,Iluminación,2 x Tubo fluorescente 36 W
E01-16-Ag-CanB01,Edificio principal,Polímeros,Agua potable,Canilla bacha
E01-16-Ag-CanB02,Edificio principal,Polímeros,Agua potable,Canilla bacha
E01-16-Ag-CanB03,Edificio principal,Polímeros,Agua potable,Canilla bacha
E01-16-Ag-CanB04,Edificio principal,Polímeros,Agua potable,Canilla bacha
E01-16-Ag-Duc01,Edificio principal,Polímeros,Agua potable,Ducha de seguridad
E01-16-Cl-Bac01,Edificio principal,Polímeros,Cloacas,Bacha acero inox
E01-16-Cl-Bac02,Edificio principal,Polímeros,Cloacas,Bacha acero inox
E01-16-Cl-Bac03,Edificio principal,Polímeros,Cloacas,Bacha acero inox
E01-16-Cl-Bac04,Edificio principal,Polímeros,Cloacas,Bacha acero inox
E01-16-Ed-Gral,Edificio principal,Polímeros,Edilicio,General
E01-16-EE-Bast01,Edificio principal,Polímeros,Energía Eléctrica,Punto + Toma
E01-16-EE-Bast02,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast03,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast04,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast05,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast06,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast07,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast08,Edificio principal,Polímeros,Energía Eléctrica,Toma esp 2 p
E01-16-EE-Bast09,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast10,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast11,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast12,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast13,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Bast14,Edificio principal,Polímeros,Energía Eléctrica,Toma doble
E01-16-EE-Boc01,Edificio principal,Polímeros,Energía Eléctrica,Toma trifásico  
E01-16-EE-TabS01,Edificio principal,Polímeros,Energía Eléctrica,Tablero Seccional
E01-16-EE-TabS02,Edificio principal,Polímeros,Energía Eléctrica,Tablero Seccional
E01-16-EE-TabS03,Edificio principal,Polímeros,Energía Eléctrica,Tablero Seccional
E01-16-EE-TabS04,Edificio principal,Polímeros,Energía Eléctrica,Tablero Seccional
E01-16-EE-Zap01,Edificio principal,Polímeros,Energía Eléctrica,Zapatilla 5 modulos
E01-16-G-Cal01,Edificio principal,Polímeros,Gas,Calefactor tiro balanceado
E01-16-G-Reg,Edificio principal,Polímeros,Gas,Regulador oxigeno
E01-16-G-Válv01,Edificio principal,Polímeros,Gas,Válvula cañería nitrógeno
E01-16-G-Válv02,Edificio principal,Polímeros,Gas,Válvula cañería nitrógeno
E01-16-G-Válv03,Edificio principal,Polímeros,Gas,Válvula cañería nitrógeno
E01-16-G-Válv04,Edificio principal,Polímeros,Gas,Válvula cañería nitrógeno
E01-16-G-Válv05,Edificio principal,Polímeros,Gas,Válvula cañería nitrógeno
E01-16-Ilum-LE01,Edificio principal,Polímeros,Iluminación,Luz de emergencia
E01-16-Ilum-Lum01,Edificio principal,Polímeros,Iluminación,2 x Tubo fluorescente 36 W
E01-16-Ilum-Lum02,Edificio principal,Polímeros,Iluminación,2 x Tubo fluorescente 36 W
E01-16-Ilum-Lum03,Edificio principal,Polímeros,Iluminación,2 x Tubo fluorescente 36 W
E01-16-Ilum-Lum04,Edificio principal,Polímeros,Iluminación,2 x Tubo fluorescente 36 W
E01-16-Ilum-Lum05,Edificio principal,Polímeros,Iluminación,2 x Tubo fluorescente 36 W
E01-16-Ilum-Lum06,Edificio principal,Polímeros,Iluminación,2 x Tubo fluorescente 36 W
E01-17-Ce-P01,Edificio principal,Microbiología,Cerramiento,Puerta ingreso
E01-17-Ce-P02,Edificio principal,Microbiología,Cerramiento,Puerta interna
E01-17-Ce-V01,Edificio principal,Microbiología,Cerramiento,Ventana exterior
E01-17-Ed-Gral,Edificio principal,Microbiología,Edilicio,General
E01-17-EE-Bast01,Edificio principal,Microbiología,Energía Eléctrica,Punto + Toma
E01-17-EE-Bast02,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast03,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast04,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast05,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast06,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast07,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast08,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast09,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast10,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast11,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast12,Edificio principal,Microbiología,Energía Eléctrica,Punto + Toma
E01-17-EE-Bast13,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast14,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-Bast15,Edificio principal,Microbiología,Energía Eléctrica,Toma doble
E01-17-EE-TabS,Edificio principal,Microbiología,Energía Eléctrica,Tablero seccional
E01-17-EE-Var01,Edificio principal,Microbiología,Energía Eléctrica,Variador Velocidad ventilador 
E01-17-EE-Vent01,Edificio principal,Microbiología,Energía Eléctrica,Ventilador techo
E01-17-Ilum-Lum01,Edificio principal,Microbiología,Iluminación,2 x Tubo fluorescente 36 W
E01-17-Ilum-Lum02,Edificio principal,Microbiología,Iluminación,2 x Tubo fluorescente 36 W
E01-18-Ce-P01,Edificio principal,Aula 18,Cerramiento,Puerta ingreso
E01-18-Ce-V01,Edificio principal,Aula 18,Cerramiento,Ventana exterior
E01-18-Ce-V02,Edificio principal,Aula 18,Cerramiento,Ventana exterior
E01-18-Ce-V03,Edificio principal,Aula 18,Cerramiento,Ventana exterior
E01-18-Ed-Gral,Edificio principal,Aula 18,Edilicio,General
E01-18-EE-Bast01,Edificio principal,Aula 18,Energía Eléctrica,3 x 1 Punto
E01-18-EE-Bast02,Edificio principal,Aula 18,Energía Eléctrica,Punto
E01-18-EE-Bast03,Edificio principal,Aula 18,Energía Eléctrica,Toma doble
E01-18-EE-TabFdP,Edificio principal,Aula 18,Energía Eléctrica,Tablero seccional de corrección F de Pot.
E01-18-EE-TabS,Edificio principal,Aula 18,Energía Eléctrica,Tablero seccional
E01-18-EE-Var01,Edificio principal,Aula 18,Energía Eléctrica,Variador velocidad ventilador
E01-18-EE-Vent01,Edificio principal,Aula 18,Energía Eléctrica,Ventilador techo
E01-18-EE-Vent02,Edificio principal,Aula 18,Energía Eléctrica,Ventilador techo
E01-18-Ilum-Lum01,Edificio principal,Aula 18,Iluminación,Tubo fluorescente 105 W
E01-18-Ilum-Lum02,Edificio principal,Aula 18,Iluminación,Tubo fluorescente 105 W
E01-18-Ilum-Lum03,Edificio principal,Aula 18,Iluminación,Tubo fluorescente 105 W
E01-18-Ilum-Lum04,Edificio principal,Aula 18,Iluminación,Tubo fluorescente 105 W
E01-18-Ilum-Lum05,Edificio principal,Aula 18,Iluminación,Tubo fluorescente 105 W
E01-18-Ilum-Lum06,Edificio principal,Aula 18,Iluminación,Tubo fluorescente 105 W
E01-201-Ed-Gral,Edificio principal,GISEner,Edilicio,General
E01-202-Ed-Gral,Edificio principal,MUIC,Edilicio,General
E01-203-Ed-Gral,Edificio principal,Observatorio,Edilicio,General
E01-204-Ed-Gral,Edificio principal,Paneles solares,Edilicio,General
E01-20-AA-AA01,Edificio principal,Uces,Aire acondicionado,Aire acondicionado
E01-20-Ce-P01,Edificio principal,Uces,Cerramiento,Puerta ingreso
E01-20-Ce-P02,Edificio principal,Uces,Cerramiento,Puerta of coordinador
E01-20-Ce-P03,Edificio principal,Uces,Cerramiento,Puerta depósito 
E01-20-Ce-P04,Edificio principal,Uces,Cerramiento,Puerta patio interno
E01-20-Ce-V01,Edificio principal,Uces,Cerramiento,Ventana atención Alumnos
E01-20-Ce-V02,Edificio principal,Uces,Cerramiento,Ventana exterior
E01-20-Ed-Gral,Edificio principal,Uces,Edilicio,General
E01-20-EE-Bast01,Edificio principal,Uces,Energía Eléctrica,Punto + Toma
E01-20-EE-Bast02,Edificio principal,Uces,Energía Eléctrica,Toma doble
E01-20-EE-Bast03,Edificio principal,Uces,Energía Eléctrica,Toma doble
E01-20-EE-Bast04,Edificio principal,Uces,Energía Eléctrica,Toma doble
E01-20-EE-Bast05,Edificio principal,Uces,Energía Eléctrica,Toma
E01-20-EE-Bast06,Edificio principal,Uces,Energía Eléctrica,Toma
E01-20-EE-Bast07,Edificio principal,Uces,Energía Eléctrica,Toma
E01-20-EE-Bast08,Edificio principal,Uces,Energía Eléctrica,Toma doble
E01-20-EE-Bast09,Edificio principal,Uces,Energía Eléctrica,Toma doble
E01-20-EE-Bast10,Edificio principal,Uces,Energía Eléctrica,Toma doble
E01-20-EE-Bast11,Edificio principal,Uces,Energía Eléctrica,Toma
E01-20-EE-Var01,Edificio principal,Uces,Energía Eléctrica,Variador velocidad ventilador
E01-20-EE-Var02,Edificio principal,Uces,Energía Eléctrica,Variador velocidad ventilador
E01-20-EE-Vent01,Edificio principal,Uces,Energía Eléctrica,Ventilador techo
E01-20-EE-Vent02,Edificio principal,Uces,Energía Eléctrica,Ventilador techo
E01-20-G-Cal01,Edificio principal,Uces,Gas,Calefactor tiro balanceado
E01-20-Ilum-Lum01,Edificio principal,Uces,Iluminación,4 x Tubo fluorescente 36 W
E01-20-Ilum-Lum02,Edificio principal,Uces,Iluminación,4 x Tubo fluorescente 36 W
E01-21-Ce-P01,Edificio principal,Aula 21,Cerramiento,Puerta ingreso
E01-21-Ce-V01,Edificio principal,Aula 21,Cerramiento,Ventana exterior
E01-21-Ce-V02,Edificio principal,Aula 21,Cerramiento,Ventana exterior
E01-21-Ce-V03,Edificio principal,Aula 21,Cerramiento,Ventana exterior
E01-21-Ce-V04,Edificio principal,Aula 21,Cerramiento,Ventana interna
E01-21-Ce-V05,Edificio principal,Aula 21,Cerramiento,Ventana interna
E01-21-Ed-Gral,Edificio principal,Aula 21,Edilicio,General
E01-21-EE-Bast01,Edificio principal,Aula 21,Energía Eléctrica,Punto + Toma
E01-21-EE-Bast02,Edificio principal,Aula 21,Energía Eléctrica,Toma doble
E01-21-EE-Bast03,Edificio principal,Aula 21,Energía Eléctrica,Toma doble
E01-21-EE-Var01,Edificio principal,Aula 21,Energía Eléctrica,Variador velocidad ventilador
E01-21-EE-Var02,Edificio principal,Aula 21,Energía Eléctrica,Variador velocidad ventilador
E01-21-EE-Vent01,Edificio principal,Aula 21,Energía Eléctrica,Ventilador techo
E01-21-EE-Vent02,Edificio principal,Aula 21,Energía Eléctrica,Ventilador techo
E01-21-G-Cal01,Edificio principal,Aula 21,Gas,Calefactor tiro balanceado
E01-21-G-Cal02,Edificio principal,Aula 21,Gas,Calefactor tiro balanceado
E01-21-Ilum-Lum01,Edificio principal,Aula 21,Iluminación,4 x Tubo fluorescente 36 W
E01-21-Ilum-Lum02,Edificio principal,Aula 21,Iluminación,4 x Tubo fluorescente 36 W
E01-21-Ilum-Lum03,Edificio principal,Aula 21,Iluminación,4 x Tubo fluorescente 36 W
E01-22-Ce-P01,Edificio principal,Aula 22,Cerramiento,Puerta ingreso
E01-22-Ce-V01,Edificio principal,Aula 22,Cerramiento,Ventana exterior
E01-22-Ce-V02,Edificio principal,Aula 22,Cerramiento,Ventana exterior
E01-22-Ce-V03,Edificio principal,Aula 22,Cerramiento,Ventana exterior
E01-22-Ce-V04,Edificio principal,Aula 22,Cerramiento,Ventana interna
E01-22-Ce-V05,Edificio principal,Aula 22,Cerramiento,Ventana interna
E01-22-Ed-Gral,Edificio principal,Aula 22,Edilicio,General
E01-22-EE-Bast01,Edificio principal,Aula 22,Energía Eléctrica,Punto + Toma
E01-22-EE-Bast02,Edificio principal,Aula 22,Energía Eléctrica,Toma doble
E01-22-EE-Bast03,Edificio principal,Aula 22,Energía Eléctrica,Toma doble
E01-22-EE-Var01,Edificio principal,Aula 22,Energía Eléctrica,Variador velocidad ventilador
E01-22-EE-Var02,Edificio principal,Aula 22,Energía Eléctrica,Variador velocidad ventilador
E01-22-EE-Vent01,Edificio principal,Aula 22,Energía Eléctrica,Ventilador techo
E01-22-EE-Vent02,Edificio principal,Aula 22,Energía Eléctrica,Ventilador techo
E01-22-G-Cal01,Edificio principal,Aula 22,Gas,Calefactor tiro balanceado
E01-22-G-Cal02,Edificio principal,Aula 22,Gas,Calefactor tiro balanceado
E01-22-Ilum-Lum01,Edificio principal,Aula 22,Iluminación,4 x Tubo fluorescente 36 W
E01-22-Ilum-Lum02,Edificio principal,Aula 22,Iluminación,4 x Tubo fluorescente 36 W
E01-22-Ilum-Lum03,Edificio principal,Aula 22,Iluminación,4 x Tubo fluorescente 36 W
E01-23-Ce-P01,Edificio principal,Aula 23,Cerramiento,Puerta ingreso
E01-23-Ce-V01,Edificio principal,Aula 23,Cerramiento,Ventana exterior
E01-23-Ce-V02,Edificio principal,Aula 23,Cerramiento,Ventana exterior
E01-23-Ce-V03,Edificio principal,Aula 23,Cerramiento,Ventana exterior
E01-23-Ce-V04,Edificio principal,Aula 23,Cerramiento,Ventana interna
E01-23-Ed-Gral,Edificio principal,Aula 23,Edilicio,General
E01-23-EE-Bast01,Edificio principal,Aula 23,Energía Eléctrica,Punto + Toma
E01-23-EE-Bast02,Edificio principal,Aula 23,Energía Eléctrica,Toma doble
E01-23-EE-Bast03,Edificio principal,Aula 23,Energía Eléctrica,Toma
E01-23-EE-Var01,Edificio principal,Aula 23,Energía Eléctrica,Variador velocidad ventilador
E01-23-EE-Var02,Edificio principal,Aula 23,Energía Eléctrica,Variador velocidad ventilador
E01-23-EE-Vent01,Edificio principal,Aula 23,Energía Eléctrica,Ventilador techo
E01-23-EE-Vent02,Edificio principal,Aula 23,Energía Eléctrica,Ventilador techo
E01-23-G-Cal01,Edificio principal,Aula 23,Gas,Calefactor tiro balanceado
E01-23-Ilum-Lum01,Edificio principal,Aula 23,Iluminación,4 x Tubo fluorescente 36 W
E01-23-Ilum-Lum02,Edificio principal,Aula 23,Iluminación,4 x Tubo fluorescente 36 W
E01-24-Ce-P01,Edificio principal,Aula 24,Cerramiento,Puerta ingreso
E01-24-Ce-V01,Edificio principal,Aula 24,Cerramiento,Ventana exterior
E01-24-Ce-V02,Edificio principal,Aula 24,Cerramiento,Ventana exterior
E01-24-Ce-V03,Edificio principal,Aula 24,Cerramiento,Ventana interna
E01-24-Ed-Gral,Edificio principal,Aula 24,Edilicio,General
E01-24-EE-Bast01,Edificio principal,Aula 24,Energía Eléctrica,Punto
E01-24-EE-Bast02,Edificio principal,Aula 24,Energía Eléctrica,Toma doble
E01-24-EE-Bast03,Edificio principal,Aula 24,Energía Eléctrica,Toma doble
E01-24-EE-Var01,Edificio principal,Aula 24,Energía Eléctrica,Variador velocidad ventilador
E01-24-EE-Var02,Edificio principal,Aula 24,Energía Eléctrica,Variador velocidad ventilador
E01-24-EE-Vent01,Edificio principal,Aula 24,Energía Eléctrica,Ventilador techo
E01-24-EE-Vent02,Edificio principal,Aula 24,Energía Eléctrica,Ventilador techo
E01-24-G-Cal01,Edificio principal,Aula 24,Gas,Calefactor tiro balanceado
E01-24-Ilum-Lum01,Edificio principal,Aula 24,Iluminación,4 x Tubo fluorescente 36 W
E01-24-Ilum-Lum02,Edificio principal,Aula 24,Iluminación,4 x Tubo fluorescente 36 W
E01-25-Ce-P01,Edificio principal,Aula 25,Cerramiento,Puerta ingreso
E01-25-Ce-V01,Edificio principal,Aula 25,Cerramiento,Ventana exterior
E01-25-Ce-V02,Edificio principal,Aula 25,Cerramiento,Ventana exterior
E01-25-Ce-V03,Edificio principal,Aula 25,Cerramiento,Ventana interna
E01-25-Ed-Gral,Edificio principal,Aula 25,Edilicio,General
E01-25-EE-Bast01,Edificio principal,Aula 25,Energía Eléctrica,2 x 1 punto
E01-25-EE-Bast02,Edificio principal,Aula 25,Energía Eléctrica,Toma
E01-25-EE-Bast03,Edificio principal,Aula 25,Energía Eléctrica,Toma doble
E01-25-EE-Var01,Edificio principal,Aula 25,Energía Eléctrica,Variador velocidad ventilador
E01-25-EE-Var02,Edificio principal,Aula 25,Energía Eléctrica,Variador velocidad ventilador
E01-25-EE-Vent01,Edificio principal,Aula 25,Energía Eléctrica,Ventilador techo
E01-25-EE-Vent02,Edificio principal,Aula 25,Energía Eléctrica,Ventilador techo
E01-25-G-Cal01,Edificio principal,Aula 25,Gas,Calefactor tiro balanceado
E01-25-Ilum-Lum01,Edificio principal,Aula 25,Iluminación,4 x Tubo fluorescente 36 W
E01-25-Ilum-Lum02,Edificio principal,Aula 25,Iluminación,4 x Tubo fluorescente 36 W
E01-25-Ilum-Lum03,Edificio principal,Aula 25,Iluminación,4 x Tubo fluorescente 36 W
E01-25-Ilum-Lum04,Edificio principal,Aula 25,Iluminación,4 x Tubo fluorescente 36 W
E01-26-Ce-P01,Edificio principal,Aula 26,Cerramiento,Puerta ingreso
E01-26-Ce-V01,Edificio principal,Aula 26,Cerramiento,Ventana exterior
E01-26-Ce-V02,Edificio principal,Aula 26,Cerramiento,Ventana exterior
E01-26-Ce-V03,Edificio principal,Aula 26,Cerramiento,Ventana interna
E01-26-Ed-Gral,Edificio principal,Aula 26,Edilicio,General
E01-26-EE-Bast01,Edificio principal,Aula 26,Energía Eléctrica,Punto + Toma
E01-26-EE-Bast02,Edificio principal,Aula 26,Energía Eléctrica,Toma doble
E01-26-EE-Bast03,Edificio principal,Aula 26,Energía Eléctrica,Toma
E01-26-EE-Var01,Edificio principal,Aula 26,Energía Eléctrica,Variador velocidad ventilador
E01-26-EE-Var02,Edificio principal,Aula 26,Energía Eléctrica,Variador velocidad ventilador
E01-26-EE-Vent01,Edificio principal,Aula 26,Energía Eléctrica,Ventilador techo
E01-26-EE-Vent02,Edificio principal,Aula 26,Energía Eléctrica,Ventilador techo
E01-26-G-Cal01,Edificio principal,Aula 26,Gas,Calefactor tiro balanceado
E01-26-Ilum-Lum01,Edificio principal,Aula 26,Iluminación,4 x Tubo fluorescente 36 W
E01-26-Ilum-Lum02,Edificio principal,Aula 26,Iluminación,4 x Tubo fluorescente 36 W
E01-27-Ce-P01,Edificio principal,Aula 27,Cerramiento,Puerta ingreso
E01-27-Ce-V01,Edificio principal,Aula 27,Cerramiento,Ventana exterior
E01-27-Ce-V02,Edificio principal,Aula 27,Cerramiento,Ventana exterior
E01-27-Ce-V03,Edificio principal,Aula 27,Cerramiento,Ventana interna
E01-27-Ed-Gral,Edificio principal,Aula 27,Edilicio,General
E01-27-EE-Bast01,Edificio principal,Aula 27,Energía Eléctrica,Punto
E01-27-EE-Bast02,Edificio principal,Aula 27,Energía Eléctrica,Toma doble
E01-27-EE-Var01,Edificio principal,Aula 27,Energía Eléctrica,Variador velocidad ventilador
E01-27-EE-Var02,Edificio principal,Aula 27,Energía Eléctrica,Variador velocidad ventilador
E01-27-EE-Vent01,Edificio principal,Aula 27,Energía Eléctrica,Ventilador techo
E01-27-EE-Vent02,Edificio principal,Aula 27,Energía Eléctrica,Ventilador techo
E01-27-G-Cal01,Edificio principal,Aula 27,Gas,Calefactor tiro balanceado
E01-27-Ilum-Lum01,Edificio principal,Aula 27,Iluminación,4 x Tubo fluorescente 36 W
E01-27-Ilum-Lum02,Edificio principal,Aula 27,Iluminación,4 x Tubo fluorescente 36 W
E01-28-Ce-P01,Edificio principal,Aula 28,Cerramiento,Puerta ingreso
E01-28-Ce-V01,Edificio principal,Aula 28,Cerramiento,Ventana exterior
E01-28-Ce-V02,Edificio principal,Aula 28,Cerramiento,Ventana exterior
E01-28-Ce-V03,Edificio principal,Aula 28,Cerramiento,Ventana interna
E01-28-Ed-Gral,Edificio principal,Aula 28,Edilicio,General
E01-28-EE-Bast01,Edificio principal,Aula 28,Energía Eléctrica,Punto
E01-28-EE-Bast02,Edificio principal,Aula 28,Energía Eléctrica,Toma doble
E01-28-EE-Bast03,Edificio principal,Aula 28,Energía Eléctrica,Toma doble
E01-28-EE-Var01,Edificio principal,Aula 28,Energía Eléctrica,Variador velocidad ventilador
E01-28-EE-Var02,Edificio principal,Aula 28,Energía Eléctrica,Variador velocidad ventilador
E01-28-EE-Vent01,Edificio principal,Aula 28,Energía Eléctrica,Ventilador techo
E01-28-EE-Vent02,Edificio principal,Aula 28,Energía Eléctrica,Ventilador techo
E01-28-G-Cal01,Edificio principal,Aula 28,Gas,Calefactor tiro balanceado
E01-28-Ilum-Lum01,Edificio principal,Aula 28,Iluminación,4 x Tubo fluorescente 36 W
E01-28-Ilum-Lum02,Edificio principal,Aula 28,Iluminación,4 x Tubo fluorescente 36 W
E01-29-Ce-P01,Edificio principal,Aula 29,Cerramiento,Puerta ingreso
E01-29-Ce-V01,Edificio principal,Aula 29,Cerramiento,Ventana exterior
E01-29-Ce-V02,Edificio principal,Aula 29,Cerramiento,Ventana exterior
E01-29-Ce-V03,Edificio principal,Aula 29,Cerramiento,Ventana interna
E01-29-Ed-Gral,Edificio principal,Aula 29,Edilicio,General
E01-29-EE-Bast01,Edificio principal,Aula 29,Energía Eléctrica,Punto
E01-29-EE-Bast02,Edificio principal,Aula 29,Energía Eléctrica,Toma doble
E01-29-EE-Bast03,Edificio principal,Aula 29,Energía Eléctrica,Toma doble
E01-29-EE-Var01,Edificio principal,Aula 29,Energía Eléctrica,Variador velocidad ventilador
E01-29-EE-Var02,Edificio principal,Aula 29,Energía Eléctrica,Variador velocidad ventilador
E01-29-EE-Vent01,Edificio principal,Aula 29,Energía Eléctrica,Ventilador techo
E01-29-EE-Vent02,Edificio principal,Aula 29,Energía Eléctrica,Ventilador techo
E01-29-G-Cal01,Edificio principal,Aula 29,Gas,Calefactor tiro balanceado
E01-29-Ilum-Lum01,Edificio principal,Aula 29,Iluminación,4 x Tubo fluorescente 36 W
E01-29-Ilum-Lum02,Edificio principal,Aula 29,Iluminación,4 x Tubo fluorescente 36 W
E01-30-Ce-P01,Edificio principal,Fotocopiadora,Cerramiento,Puerta ingreso
E01-30-Ce-V01,Edificio principal,Fotocopiadora,Cerramiento,Ventana atención Alumnos
E01-30-Ce-V02,Edificio principal,Fotocopiadora,Cerramiento,Ventana exterior
E01-30-Ce-V03,Edificio principal,Fotocopiadora,Cerramiento,Ventana exterior
E01-30-Ce-V04,Edificio principal,Fotocopiadora,Cerramiento,Ventana exterior
E01-30-Ed-Gral,Edificio principal,Fotocopiadora,Edilicio,General
E01-30-EE-Bast01,Edificio principal,Fotocopiadora,Energía Eléctrica,Punto + Toma
